重庆通报燃气费多计多收问题,社会,最后在榜时间：2024-04-19 23:47,主持人：央视新闻,29,29,168855
一诺以雷霆击碎WB,游戏,最后在榜时间：2024-04-19 23:45,主持人：王者荣耀李小白君,17,40,143184
王楚钦采访,体育,最后在榜时间：2024-04-19 23:44,主持人：钦宝头头小可爱,38,6,208204
向佐上带娃综艺了,综艺,最后在榜时间：2024-04-19 23:41,主持人：卦圈少年,193,5,615519
王楚钦4比1张禹珍,最后在榜时间：2024-04-19 23:36,39,30,206268,0,0
刘亦菲保镖震惊脸,明星-内地,最后在榜时间：2024-04-19 23:33,主持人：新瓜娱乐,130,27,231977
极氪以奢侈品标准打造光辉,数码,最后在榜时间：2024-04-19 23:28,主持人：微博科技,103,11,451942
王楚钦晋级四强,最后在榜时间：2024-04-19 23:26,55,20,344872,0,0
万妮达说要回不去黑怕圈了,明星-内地,最后在榜时间：2024-04-19 23:23,主持人：RXSPAPP,43,35,199283
王楚钦vs张禹珍,体育,最后在榜时间：2024-04-19 23:22,主持人：咪咕乒乓球,135,5,646733
白鹿绑耳朵消肿,综艺-内地综艺,最后在榜时间：2024-04-19 23:21,主持人：今日星刊,124,12,406244
时代少年团楼间楼概念片上线,音乐-华语音乐,最后在榜时间：2024-04-19 23:17,主持人：新浪音乐,19,42,161640
浪姐初舞台排名,最后在榜时间：2024-04-19 23:16,448,2,736020,0,0
潮起互联网奔涌三十年,互联网,最后在榜时间：2024-04-19 23:07,主持人：贝壳财经,312,3,1402159
谭秦东病痛缠身拒收红包,社会,最后在榜时间：2024-04-19 23:06,主持人：封面新闻,65,15,427718
眼泪女王,电视剧-韩剧,最后在榜时间：2024-04-19 23:05,主持人：看韩影,65,2,218957
一诺司空震发育路,游戏,最后在榜时间：2024-04-19 23:03,主持人：KPL密探瓜皮,31,38,187746
第14届北京国际电影节,社会,最后在榜时间：2024-04-19 23:03,主持人：北京日报,376,3,1134074
AI也用到脱口秀界了,综艺-内地综艺,最后在榜时间：2024-04-19 22:55,主持人：新丝路网,3,47,138225
张真源痛苦三连击,综艺,最后在榜时间：2024-04-19 22:54,主持人：阿尔忒弥斯小美伢,11,45,147773
蓝莓表面的白霜需要洗掉吗,搞笑,最后在榜时间：2024-04-19 22:53,主持人：阿伟笑长,18,48,141658
WTT,最后在榜时间：2024-04-19 22:52,27,3,230232,0,0
茶百道联名,美食,最后在榜时间：2024-04-19 22:51,主持人：茶百道ChaPanda,33,11,599397
侃爷殴打涉嫌性侵妻子的男子,明星,最后在榜时间：2024-04-19 22:48,主持人：新浪大文娱,404,4,1204257
孙颖莎晋级四强,最后在榜时间：2024-04-19 22:45,25,34,162399,0,0
文咏珊好薄一片,明星-港台,最后在榜时间：2024-04-19 22:40,主持人：青柚子娱乐,126,15,351119
淘宝将支持无限次退货包运费,互联网,最后在榜时间：2024-04-19 22:35,主持人：新浪科技,95,15,397439
孙颖莎4比2郑怡静,最后在榜时间：2024-04-19 22:33,48,18,296427,0,0
王曼昱vs早田希娜,体育,最后在榜时间：2024-04-19 22:32,主持人：咪咕体育,146,5,645946
何洁上桌是为吴恙拿纸擦口红,综艺,最后在榜时间：2024-04-19 22:30,主持人：三个四娱乐,79,32,199493
AG对战WB,游戏,最后在榜时间：2024-04-19 22:28,主持人：KPL王者荣耀职业联赛,81,1,206287
伊朗高官称暂无立即报复以色列计划,时事,最后在榜时间：2024-04-19 22:28,主持人：参考消息,113,25,191198
樊振东林高远这球直接全体起立,体育,最后在榜时间：2024-04-19 22:27,主持人：咪咕体育,29,39,142960
走走停停,旅游,最后在榜时间：2024-04-19 22:27,21,36,156613,0
中国人民解放军形成新型军兵种结构布局,社会,最后在榜时间：2024-04-19 22:24,主持人：新华社,102,24,199358
JackeyLove说elk履历太白,游戏,最后在榜时间：2024-04-19 22:22,主持人：LOL动图菌,116,15,323028
霉霉也玩第五人格,最后在榜时间：2024-04-19 22:21,234,2,815211,0,0
周鸿祎被车企大佬宠到眼花缭乱,社会,最后在榜时间：2024-04-19 22:20,主持人：铁骥视频,35,35,157782
朱丹 不许聊家庭孩子,最后在榜时间：2024-04-19 22:19,181,4,710843,0,0
孙颖莎vs郑怡静,体育,最后在榜时间：2024-04-19 22:18,主持人：咪咕体育,115,4,482213
哪吒,电影,最后在榜时间：2024-04-19 22:18,125,25,205055,0
网络空间部队担负什么任务,最后在榜时间：2024-04-19 22:16,1,50,119130,0,0
一顿小龙虾跌至一杯奶茶钱,社会,最后在榜时间：2024-04-19 22:13,主持人：九派新闻,222,11,441601
张艺兴爱豆妆造,明星-内地,最后在榜时间：2024-04-19 22:10,主持人：灰兔子大叔,77,32,197439
年少日记,最后在榜时间：2024-04-19 22:08,2,45,133026,0,0
ILLIT音银一位,明星-日韩,最后在榜时间：2024-04-19 22:07,主持人：网上冲浪快乐指南,59,31,200029
刘诗诗麻辣女教师,明星-内地,最后在榜时间：2024-04-19 22:02,主持人：正牌娱乐,175,4,584880
不要过度美化那条没走完的路,最后在榜时间：2024-04-19 22:01,20,39,181017,0,0
李书福谈未来汽车创新,汽车,最后在榜时间：2024-04-19 22:00,主持人：新浪新闻,88,21,270747
范丞丞奔跑吧表情包上新了,综艺,最后在榜时间：2024-04-19 21:59,主持人：奔跑吧,93,18,226864
我弟弟暗恋了我闺蜜10年,最后在榜时间：2024-04-19 21:58,423,2,949290,0,0
信息支援部队是全新打造的战略性兵种,军事,最后在榜时间：2024-04-19 21:57,主持人：国防部发布,103,4,525021
调降基金股票交易佣金费率,财经,最后在榜时间：2024-04-19 21:44,主持人：财联社APP,29,40,147057
女生骑行前后体重有什么变化,搞笑,最后在榜时间：2024-04-19 21:43,主持人：别抢我的汉堡宝,96,23,179443
什么姿势玩手机对颈部肌肉创伤最小,社会,最后在榜时间：2024-04-19 21:40,主持人：人民日报,33,40,185685
虞书欣黑雪公主,明星,最后在榜时间：2024-04-19 21:31,主持人：新剧有梗,118,4,650710
狼队第五人格,游戏,最后在榜时间：2024-04-19 21:30,主持人：狼崽的小肉垫,38,19,207016
美臀羊羊,最后在榜时间：2024-04-19 21:25,156,11,429959,0,0
AG诚C单局MVP,游戏,最后在榜时间：2024-04-19 21:23,主持人：成都AG和平精英,25,19,212856
奔跑吧,综艺,最后在榜时间：2024-04-19 21:17,主持人：奔跑吧,37,1,189919
肖战镜头下的谷雨,明星,最后在榜时间：2024-04-19 21:16,主持人：了不起的微光,26,33,180929
有没有害怕这种章鱼的,最后在榜时间：2024-04-19 21:13,24,39,143725,0,0
国防部谈信息支援部队成立,时事,最后在榜时间：2024-04-19 21:09,主持人：央视新闻,55,18,209057
TE对战成都Wolves,最后在榜时间：2024-04-19 21:07,1,50,113609,0,0
周杰伦杭州演唱会,明星,最后在榜时间：2024-04-19 21:07,主持人：周杰伦后援会官方微博,70,16,239865
戚薇唱了如果爱忘了,最后在榜时间：2024-04-19 21:06,407,5,849726,0,0
林高远晋级四强,最后在榜时间：2024-04-19 21:05,25,20,203043,0,0
成都AG二连鸡,游戏,最后在榜时间：2024-04-19 21:01,主持人：成都AG和平精英,25,20,204444
齐达内 拜仁,最后在榜时间：2024-04-19 20:58,67,17,206398,0,0
贺峻霖回中传了,明星-内地,最后在榜时间：2024-04-19 20:58,主持人：正牌娱乐,22,38,163025
李沁女团妆,明星,最后在榜时间：2024-04-19 20:51,主持人：正牌娱乐,97,16,227522
向晚毕业,最后在榜时间：2024-04-19 20:49,27,35,147272,0,0
谷雨也是联合国中文日,社会,最后在榜时间：2024-04-19 20:48,主持人：人民日报,68,38,152635
KPL,游戏,最后在榜时间：2024-04-19 20:48,29,1,146284,0
原来这就是媒人眼里的合适,搞笑,最后在榜时间：2024-04-19 20:42,主持人：晓资晓艺q9,93,23,282451
AG12淘汰吃鸡,游戏,最后在榜时间：2024-04-19 20:41,主持人：成都AG和平精英,27,19,204874
极氪发布会,最后在榜时间：2024-04-19 20:40,34,18,178532,0,0
当你下午请假调休,搞笑,最后在榜时间：2024-04-19 20:40,主持人：石锅拌地三鲜,109,22,220196
艺声 我的单身八周年,最后在榜时间：2024-04-19 20:38,48,32,172767,0,0
婆媳关系差一点就和谐了,搞笑,最后在榜时间：2024-04-19 20:37,主持人：人间摄像机,40,38,125029
沈梦辰杜海涛又发糖了,明星-内地,最后在榜时间：2024-04-19 20:36,主持人：正牌娱乐,140,13,411677
刚刷到下铺拉帘子的大学生自己就遇到了,搞笑,最后在榜时间：2024-04-19 20:35,主持人：大脑切片,159,9,315770
火箭少女101为Yamy打call,明星-内地,最后在榜时间：2024-04-19 20:33,主持人：吸睛时尚,295,6,803968
王曼昱晋级四强,最后在榜时间：2024-04-19 20:32,34,31,146318,0,0
白鹿cos朱迪兔警官,综艺-内地综艺,最后在榜时间：2024-04-19 20:29,主持人：星辰圈圈官微,188,13,315562
出去玩遇到会拍照的路人有多爽,社会,最后在榜时间：2024-04-19 20:28,主持人：白鹿视频,22,25,158211
黄晓明累坏了,最后在榜时间：2024-04-19 20:25,58,28,201612,0,0
冰上的尤里 声优发文,最后在榜时间：2024-04-19 20:23,85,24,168038,0,0
张艺兴完整版MV发布,音乐-华语音乐,最后在榜时间：2024-04-19 20:23,主持人：RXSPAPP,37,31,170902
一笙三连MVP,游戏,最后在榜时间：2024-04-19 20:22,主持人：辰熙电竞,3,50,104663
李溪芮漫画腿,综艺-内地综艺,最后在榜时间：2024-04-19 20:21,主持人：热剧指向标,105,23,248174
玉藻前典藏皮肤,游戏,最后在榜时间：2024-04-19 20:19,主持人：决战平安京,90,20,200447
王曼昱4比1早田希娜,体育,最后在榜时间：2024-04-19 20:15,主持人：咪咕体育,19,15,177099
Bin和369互放狠话,游戏,最后在榜时间：2024-04-19 20:14,主持人：竞圈风向标,55,35,154579
这么好玩的幼儿园建议全国推广,社会,最后在榜时间：2024-04-19 20:14,主持人：人民网,143,8,568317
狼队今天7个分部都有比赛,游戏,最后在榜时间：2024-04-19 20:12,主持人：狼队王者荣耀分部,1,50,103575
宇宙的尽头是勇气,社会,最后在榜时间：2024-04-19 20:10,主持人：新浪新闻,79,27,222447
优衣库T恤破吉尼斯纪录,社会,最后在榜时间：2024-04-19 20:10,主持人：新浪新闻,96,14,410870
张元英再现神级转圈,音乐-日韩音乐,最后在榜时间：2024-04-19 20:06,主持人：新浪韩娱,233,2,806997
女子支付宝蒙口令领走1万元红包,社会,最后在榜时间：2024-04-19 20:05,主持人：星视频,407,5,813659
以色列导弹袭击了伊朗目标,时事,最后在榜时间：2024-04-19 20:05,主持人：头条新闻,582,1,4558443
经常读书和不读书有什么区别,搞笑,最后在榜时间：2024-04-19 20:05,主持人：李纪颜,153,23,275244
恋爱兄妹,综艺-日韩综艺,最后在榜时间：2024-04-19 20:01,主持人：看韩影,45,5,181655
一葱一锤原则,最后在榜时间：2024-04-19 19:55,24,32,172401,0,0
伊以冲突,军事,最后在榜时间：2024-04-19 19:54,主持人：央广军事,439,1,670965
为什么越来越流行搭子文化,情感,最后在榜时间：2024-04-19 19:54,主持人：冲浪哥0,8,47,103704
中国养生在好莱坞有多火,美妆,最后在榜时间：2024-04-19 19:51,主持人：毛小星Ryan,82,22,290582
华为呼吁全国应用尽快加入鸿蒙,科技,最后在榜时间：2024-04-19 19:50,主持人：梨视频,82,2,808582
食物语数据,最后在榜时间：2024-04-19 19:48,49,24,220666,0,0
哈尔滨一九四四班底,最后在榜时间：2024-04-19 19:48,31,39,156234,0,0
尚雯婕切何洁,最后在榜时间：2024-04-19 19:46,413,2,1110997,0,0
苗苗浪姐初舞台站反了,综艺,最后在榜时间：2024-04-19 19:45,主持人：浪里看综艺,302,8,656391
刘诗诗费加罗四月刊封面,时尚,最后在榜时间：2024-04-19 19:40,主持人：MadameFigaro中文版,26,37,161626
12306 存钱,最后在榜时间：2024-04-19 19:35,422,1,2254917,0,0
怪不得晚自习这么安静,情感,最后在榜时间：2024-04-19 19:34,主持人：金煜南,47,27,213822
湘潭大学回应网传学生偷外卖被毒死,社会,最后在榜时间：2024-04-19 19:31,主持人：正观新闻,379,4,1102965
麦承欢蹦床,最后在榜时间：2024-04-19 19:25,13,43,124052,0,0
LPL春决媒体发布会,游戏,最后在榜时间：2024-04-19 19:18,主持人：英雄联盟赛事,76,18,226475
全球资本市场巨震,社会,最后在榜时间：2024-04-19 19:17,主持人：第一财经日报,217,4,504927
张予曦人长得美 唱歌就算了,明星,最后在榜时间：2024-04-19 19:14,366,5,945258,0
一诺六载拾光而上,游戏,最后在榜时间：2024-04-19 19:11,主持人：成都AG超玩会,22,29,206830
霉霉哥特风MV预告,最后在榜时间：2024-04-19 19:11,27,31,200382,0,0
她可是万妮达,综艺,最后在榜时间：2024-04-19 19:04,主持人：热剧指向标,154,12,390485
浪姐初舞台,最后在榜时间：2024-04-19 19:03,245,8,676444,0,0
我妈问我为什么1500不够花,搞笑,最后在榜时间：2024-04-19 18:59,主持人：我和奇葩室友的日常,302,21,319866
4月唯一正常的一周,情感,最后在榜时间：2024-04-19 18:55,主持人：微博小秘书,158,18,259003
生完小孩后走路再也不像之前那样了,最后在榜时间：2024-04-19 18:52,185,20,312518,0,0
小伞树奈奈领证,游戏,最后在榜时间：2024-04-19 18:51,主持人：英雄联盟菌,96,24,248693
哪吒CEO疑回应直播被和雷军对比,财经-其他,最后在榜时间：2024-04-19 18:50,主持人：老板联播,46,37,136884
赵昭仪在一声声叫好中迷失自我,最后在榜时间：2024-04-19 18:49,70,26,217019,0,0
李雨桐说日久见人心,社会,最后在榜时间：2024-04-19 18:49,主持人：梨视频,92,31,205622
Gr对战ZETA,游戏,最后在榜时间：2024-04-19 18:45,主持人：IVL侦探清欢酱,22,35,155683
记录了上大学后的爆改之路,搞笑,最后在榜时间：2024-04-19 18:44,主持人：何隽一,33,34,169431
马思纯送给孙千的巨幅海报,明星,最后在榜时间：2024-04-19 18:44,主持人：吸睛时尚,100,25,252049
徐明浩回应eight在seventeen,明星,最后在榜时间：2024-04-19 18:34,主持人：善娱视频,131,13,441137
像极了童话里的美人鱼,搞笑,最后在榜时间：2024-04-19 18:32,主持人：小白摸鱼日记,21,42,123296
周冠宇中国站冲刺排位赛第10,最后在榜时间：2024-04-19 18:27,89,25,259145,0,0
被北大学生的执行力震惊,最后在榜时间：2024-04-19 18:25,124,34,166810,0,0
你家的扫地机器人足够智能吗,数码,最后在榜时间：2024-04-19 18:24,主持人：微博科技生活,102,13,399281
黄子弘凡空降,最后在榜时间：2024-04-19 18:21,91,31,203717,0,0
我和霉霉的区别,最后在榜时间：2024-04-19 18:19,99,29,208358,0,0
打工人对调休表态,社会,最后在榜时间：2024-04-19 18:18,主持人：新京报,15,48,100154
湘潭大学,校园,最后在榜时间：2024-04-19 18:02,247,4,1278193,0
逆水寒手游,游戏,最后在榜时间：2024-04-19 18:01,主持人：逆水寒手游,51,20,233881
励志文男主张朝阳太卷了,最后在榜时间：2024-04-19 18:01,25,40,131615,0,0
上海家暴杀妻案被害者父母发声,社会,最后在榜时间：2024-04-19 17:58,主持人：凤凰周刊,116,14,510141
冰姐回应都美竹详细说明,明星,最后在榜时间：2024-04-19 17:58,主持人：娱乐有饭,31,31,190023
F1中国大奖赛,体育,最后在榜时间：2024-04-19 17:53,主持人：F1中国大奖赛,40,30,205856
程潇千禧辣妹妆,明星-内地,最后在榜时间：2024-04-19 17:42,主持人：哇哦文艺,67,23,278857
周冠宇F1主场登场,体育,最后在榜时间：2024-04-19 17:39,主持人：新浪赛车,125,24,244045
郑妮可初舞台第一,音乐-华语音乐,最后在榜时间：2024-04-19 17:38,主持人：LiveMusic现场,204,15,532585
感受到了自律的杀伤力,搞笑,最后在榜时间：2024-04-19 17:37,主持人：恋爱脑小洋,12,47,149970
今天星期五,社会,最后在榜时间：2024-04-19 17:33,主持人：中国新闻网,100,2,226071
庆余年 对打,最后在榜时间：2024-04-19 17:31,317,2,949560,0,0
伊朗宣布所有基地处于最高级别战备状态,时事,最后在榜时间：2024-04-19 17:30,主持人：环球网,313,7,815333
才发现按部就班根本赚不到钱,搞笑,最后在榜时间：2024-04-19 17:28,主持人：一条有梗菌,93,25,264599
张艺谋编剧 这是影史少见的角色塑造,最后在榜时间：2024-04-19 17:26,40,38,171678,0,0
陈丽君 花木兰孙悟空无缝衔接,最后在榜时间：2024-04-19 17:20,215,2,1249617,0,0
奔跑吧路透,综艺,最后在榜时间：2024-04-19 17:19,25,9,158948,0
周冠宇晋级SQ3,最后在榜时间：2024-04-19 17:17,42,24,212487,0,0
1680元看台票引发质疑,明星,最后在榜时间：2024-04-19 17:10,主持人：中国网财经,95,29,198504
以色列袭击叙利亚防空设施,时事,最后在榜时间：2024-04-19 17:06,主持人：头条新闻,89,32,197534
这些词大概只有中国人才懂,社会,最后在榜时间：2024-04-19 16:59,主持人：人民日报,4,49,104920
如何改掉逐字阅读的习惯,搞笑,最后在榜时间：2024-04-19 16:58,主持人：彬彬不冰,3,50,141378
乘风2024开播,综艺,最后在榜时间：2024-04-19 16:58,主持人：乘风2024官方微博,303,2,1089881
每位女性都值得拥有,美妆,最后在榜时间：2024-04-19 16:53,主持人：新浪女性,102,11,573072
华晨宇演唱会舞美渲染图,最后在榜时间：2024-04-19 16:50,24,30,205334,0,0
南湘回来了,最后在榜时间：2024-04-19 16:46,230,5,968001,0,0
蔡文静 你是多少人的妹妹,最后在榜时间：2024-04-19 16:41,83,33,178335,0,0
霉霉加曲,最后在榜时间：2024-04-19 16:39,61,23,243662,0,0
上海家暴杀妻案凶手说自己不是故意的,社会,最后在榜时间：2024-04-19 16:36,主持人：凤凰周刊,181,6,856766
陈梦vs平野美宇,体育,最后在榜时间：2024-04-19 16:30,主持人：新浪体育,121,18,425415
换乘恋爱,综艺,最后在榜时间：2024-04-19 16:28,主持人：环球综艺,172,1,324800
NCT新应援棒,明星-日韩,最后在榜时间：2024-04-19 16:28,主持人：会火全娱乐,58,23,263376
没十年功力玩不好LV大秀,时尚,最后在榜时间：2024-04-19 16:26,主持人：FashionWealth,79,32,213822
向佐说永远力挺郭碧婷,社会,最后在榜时间：2024-04-19 16:24,主持人：梨视频,30,27,226850
杨幂 美甲,最后在榜时间：2024-04-19 16:21,364,2,995344,0,0
张靓颖宣传霉霉新专,最后在榜时间：2024-04-19 16:18,46,34,202327,0,0
10万级车配不配上2C快充,汽车,最后在榜时间：2024-04-19 16:17,主持人：车迷头条,80,27,236266
口红试色的新方法找到了,最后在榜时间：2024-04-19 16:16,43,31,213555,0,0
戚薇浪姐最快乐的人,最后在榜时间：2024-04-19 16:16,149,14,686435,0,0
吴亦凡两关联公司欠税400余万,明星,最后在榜时间：2024-04-19 16:12,主持人：白鹿视频,295,6,724202
澳门世界杯陈梦进四强,体育,最后在榜时间：2024-04-19 16:02,主持人：咪咕体育,24,38,181067
没退休金的妈妈62岁去做保洁,社会,最后在榜时间：2024-04-19 15:54,主持人：新浪新闻,46,21,303961
Pura70或助华为重夺中国市场榜首,财经,最后在榜时间：2024-04-19 15:52,主持人：梨视频,44,35,173642
马龙太帅了,体育,最后在榜时间：2024-04-19 15:47,主持人：新浪大文娱,84,37,190580
苗苗跳舞在发光,最后在榜时间：2024-04-19 15:45,103,23,302984,0,0
孙艺洲版吕布造型,最后在榜时间：2024-04-19 15:43,73,27,202812,0,0
其实你已经过度疲劳了,最后在榜时间：2024-04-19 15:42,455,1,1728367,0,0
河南专升本查分,最后在榜时间：2024-04-19 15:38,25,40,164463,0,0
邓超要给鹿晗准备生日礼物了,明星-内地,最后在榜时间：2024-04-19 15:38,主持人：正牌娱乐,108,24,336576
秋水仙碱能杀人的救命药,健康,最后在榜时间：2024-04-19 15:37,主持人：微博医生社区,3,50,111906
教资面试平等逼疯每个i人,校园,最后在榜时间：2024-04-19 15:37,主持人：大学生吐槽bot,109,29,227242
霉霉新专苦难诗社,明星-欧美,最后在榜时间：2024-04-19 15:35,主持人：霉鬼,210,5,735922
澳门世界杯马龙进四强,体育,最后在榜时间：2024-04-19 15:33,主持人：咪咕体育,56,33,208329
以色列曾通知美国将报复伊朗,最后在榜时间：2024-04-19 15:32,1,50,96276,0,0
乘风 修音,最后在榜时间：2024-04-19 15:31,71,33,205700,0,0
12306 秒没,最后在榜时间：2024-04-19 15:30,31,1,204022,0,0
当县城体制内女孩不想结婚,社会,最后在榜时间：2024-04-19 15:26,主持人：新浪热点,189,14,505904
黄雅莉劝戚薇少把妹,综艺,最后在榜时间：2024-04-19 15:19,主持人：正牌娱乐,62,31,200675
袁娅维实力,最后在榜时间：2024-04-19 15:19,17,38,174183,0,0
去世两年的狗狗突然在朋友圈刷到,搞笑,最后在榜时间：2024-04-19 15:13,主持人：冲浪达人杜子腾,245,21,402380
未定事件簿少年如你,最后在榜时间：2024-04-19 15:08,4,47,134592,0,0
马龙vs户上隼辅,体育,最后在榜时间：2024-04-19 15:07,主持人：优酷体育,105,18,417182
男子割喉杀妻案一审被判死缓,社会,最后在榜时间：2024-04-19 15:07,主持人：中国新闻周刊,80,25,275941
老林留在Hero,游戏,最后在榜时间：2024-04-19 15:05,主持人：王者荣耀李小白君,23,38,175114
物华弥新谷雨公测,游戏,最后在榜时间：2024-04-19 15:04,主持人：物华弥新,22,24,264142
赵奕欢钢管舞,最后在榜时间：2024-04-19 15:01,7,45,157071,0,0
朱亚文演王一博的爸爸,电影-华语电影,最后在榜时间：2024-04-19 14:59,主持人：芒果青春娱乐,126,13,493150
华为Pura70首批用户已收到新机,社会,最后在榜时间：2024-04-19 14:56,主持人：星视频,85,29,215877
伊朗发射防空导弹,军事,最后在榜时间：2024-04-19 14:53,主持人：央广军事,175,4,926114
张元英夏日画报,明星-日韩,最后在榜时间：2024-04-19 14:50,主持人：tag少年,25,33,207046
冰上的尤里官宣制作中止,动漫-日本动漫,最后在榜时间：2024-04-19 14:49,主持人：叶不羞羞羞羞羞羞,31,32,206214
狗窝尺码买错了,搞笑,最后在榜时间：2024-04-19 14:45,主持人：神奇动物小只猪,110,27,214144
AI音乐概念股,社会,最后在榜时间：2024-04-19 14:41,主持人：新浪新闻,96,14,702945
尚雯婕 电子唱跳人,最后在榜时间：2024-04-19 14:31,17,36,183041,0,0
